počty,LCC,řaz1,řaz2,LCC-kategorie,LCC-slovní vyj.,Thema-znak,Thema-slovní vyj. ang.,Sémantická ztráta,pozn.,THEMA do záznamu (znak),THEMA do záznamu (slovně)
1,TK5105.8885.O75,TK,5105,"electrical engineering, eletronics, nuclear engineering",web,UMWS,Web services,BT,,,
4,TK5105.8885.R83,TK,5105,"electrical engineering, eletronics, nuclear engineering",web,UMWS,Web services,BT,,,
2,TK5105.8885.S55,TK,5105,"electrical engineering, eletronics, nuclear engineering",web,UMWS,Web services,BT,,,
5,TK5105.8885.W43,TK,5105,"electrical engineering, eletronics, nuclear engineering",web,UMWS,Web services,BT,,,
8,TK5105.8885.W66,TK,5105,"electrical engineering, eletronics, nuclear engineering",web,UMWS,Web services,BT,,,
1,TK5105.9,TK,5105,"electrical engineering, eletronics, nuclear engineering",computer networks,UT,Computer networking and communications,BT,,,
1,TK5115,TK,5115,"electrical engineering, eletronics, nuclear engineering",telegraph,TJK,Communications engineering / telecommunications,BBT,,,
2,TK5262,TK,5262,"electrical engineering, eletronics, nuclear engineering",telegraph,TJK,Communications engineering / telecommunications,BBT,,,
1,TK5275,TK,5275,"electrical engineering, eletronics, nuclear engineering",telegraph,TJK,Communications engineering / telecommunications,BBT,,,
3,TK5543,TK,5543,"electrical engineering, eletronics, nuclear engineering",telegraph,TJK,Communications engineering / telecommunications,BBT,,,
8,TK5700,TK,5700,"electrical engineering, eletronics, nuclear engineering",telegraph,TJK,Communications engineering / telecommunications,BBT,,,
2,TK5739.M37,TK,5739,"electrical engineering, eletronics, nuclear engineering",telegraph,TJK,Communications engineering / telecommunications,BBT,,,
30,TK5981,TK,5981,"electrical engineering, eletronics, nuclear engineering",electroacoustics,TTA,Acoustic and sound engineering,BT,,,
7,TK5983,TK,5983,"electrical engineering, eletronics, nuclear engineering",electroacoustics,TTA,Acoustic and sound engineering,BT,,,
2,TK5986,TK,5986,"electrical engineering, eletronics, nuclear engineering",electroacoustics,TTA,Acoustic and sound engineering,BT,,,
2,TK6001,TK,6001,"electrical engineering, eletronics, nuclear engineering",telephone,TJKT,Telephone technology,EQT,,,
1,TK6065.3,TK,6065,"electrical engineering, eletronics, nuclear engineering",telephone,TJKT,Telephone technology,EQT,,,
5,TK6162,TK,6162,"electrical engineering, eletronics, nuclear engineering",telephone,TJKT,Telephone technology,EQT,,,
1,TK6169,TK,6169,"electrical engineering, eletronics, nuclear engineering",telephone,TJKT,Telephone technology,EQT,,,
3,TK6175,TK,6175,"electrical engineering, eletronics, nuclear engineering",telephone,TJKT,Telephone technology,BT,,,
1,TK6285,TK,6285,"electrical engineering, eletronics, nuclear engineering",telephone,TJKT,Telephone technology,BT,,,
5,TK6301,TK,6301,"electrical engineering, eletronics, nuclear engineering",telephone,TJKT,Telephone technology,BT,,,
2,TK6391,TK,6391,"electrical engineering, eletronics, nuclear engineering",telephone,TJKT,Telephone technology,BT,,,
1,TK6392,TK,6392,"electrical engineering, eletronics, nuclear engineering",telephone,TJKT,Telephone technology,BT,,,
27,TK6397,TK,6397,"electrical engineering, eletronics, nuclear engineering",telephone,TJKT,Telephone technology,BT,,,
4,TK6401,TK,6401,"electrical engineering, eletronics, nuclear engineering",telephone,TJKT,Telephone technology,BT,,,
37,TK6540,TK,6540,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,EQT,,,
4,TK6544,TK,6544,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,EQT,,,
2,TK6547,TK,6547,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,EQT,,,
42,TK6550,TK,6550,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,EQT,,,
2,TK6550.7,TK,6550,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,EQT,,,
1,TK6550.8,TK,6550,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,EQT,,,
5,TK6552,TK,6552,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,EQT,,,
2,TK6552.5,TK,6552,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
25,TK6553,TK,6553,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,EQT,,,
1,TK6554,TK,6554,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
2,TK6554.5,TK,6554,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
26,TK6560,TK,6560,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
10,TK6561,TK,6561,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
3,TK6562.D54,TK,6562,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
5,TK6562.P32,TK,6562,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
1,TK6562.S5,TK,6562,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
1,TK6562.S7,TK,6562,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
15,TK6563,TK,6563,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
1,TK6564.4.C45,TK,6564,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
11,TK6565.A6,TK,6565,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
3,TK6565.D5,TK,6565,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
1,TK6565.O7,TK,6565,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
1,TK6565.R32,TK,6565,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
1,TK6565.V3,TK,6565,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
2,TK6570.I34,TK,6570,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
32,TK6570.M6,TK,6570,"electrical engineering, eletronics, nuclear engineering",radio,TJKW,WAP (wireless) technology,EQS,,,
1,TK6570.N43,TK,6570,"electrical engineering, eletronics, nuclear engineering",radio,TJKR,Radio technology,BT,,,
1,TK6573,TK,6573,"electrical engineering, eletronics, nuclear engineering",radar,TJKD,Radar technology,EQT,,,
1,TK6574.2,TK,6574,"electrical engineering, eletronics, nuclear engineering",radar,TJKD,Radar technology,EQT,,,
1,TK6574.4.C95,TK,6574,"electrical engineering, eletronics, nuclear engineering",radar,TJKD,Radar technology,EQT,,,
17,TK6575,TK,6575,"electrical engineering, eletronics, nuclear engineering",radar,TJKD,Radar technology,EQT,,,
1,TK6580,TK,6580,"electrical engineering, eletronics, nuclear engineering",radar,TJKD,Radar technology,EQT,,,
1,TK6585,TK,6585,"electrical engineering, eletronics, nuclear engineering",radar,TJKD,Radar technology,BT,,,
1,TK6587,TK,6587,"electrical engineering, eletronics, nuclear engineering",radar,TJKD,Radar technology,BT,,,
1,TK6592.B57,TK,6592,"electrical engineering, eletronics, nuclear engineering",radar,TJKD,Radar technology,BT,,,
2,TK6592.D6,TK,6592,"electrical engineering, eletronics, nuclear engineering",radar,TJKD,Radar technology,BT,,,
1,TK6592.G7,TK,6592,"electrical engineering, eletronics, nuclear engineering",radar,TJKD,Radar technology,BT,,,
1,TK6592.M6,TK,6592,"electrical engineering, eletronics, nuclear engineering",radar,TJKD,Radar technology,BT,,,
1,TK6592.U48,TK,6592,"electrical engineering, eletronics, nuclear engineering",radar,TJKD,Radar technology,BT,,,
21,TK6630,TK,6630,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,EQT,,,
7,TK6630.A1,TK,6630,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,EQT,,,
1,TK6634,TK,6634,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,EQT,,,
1,TK6637,TK,6637,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,EQT,,,
1,TK6638.C95,TK,6638,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,EQT,,,
1,TK6640,TK,6640,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,EQT,,,
1,TK6641,TK,6641,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,EQT,,,
5,TK6642,TK,6642,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,EQT,,,
3,TK6643,TK,6643,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,EQT,,,
5,TK6650,TK,6650,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,BT,,,
1,TK6651,TK,6651,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,BT,,,
7,TK6653,TK,6653,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,BT,,,
4,TK6655.A6,TK,6655,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,BT,,,
1,TK6655.P5,TK,6655,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,BT,,,
6,TK6655.V5,TK,6655,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,BT,,,
1,TK6658,TK,6658,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,BT,,,
6,TK6670,TK,6670,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,BT,,,
10,TK6675,TK,6675,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,BT,,,
1,TK6676,TK,6676,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,BT,,,
3,TK6677,TK,6677,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,BT,,,
11,TK6678,TK,6678,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,BT,,,
2,TK6679.3,TK,6679,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,BT,,,
1,TK6680,TK,6680,"electrical engineering, eletronics, nuclear engineering",television,TJKV,Television technology,BT,,,
26,TK6680.5,TK,6680,"electrical engineering, eletronics, nuclear engineering",digital video,TJKV,Television technology,BT,,,
2,TK6680.8.A36,TK,6680,"electrical engineering, eletronics, nuclear engineering",digital video,TJKV,Television technology,BT,,,
10,TK6680.8.P56,TK,6680,"electrical engineering, eletronics, nuclear engineering",digital video,TJKV,Television technology,BT,,,
1,TK6680.8.U44,TK,6680,"electrical engineering, eletronics, nuclear engineering",digital video,TJKV,Television technology,BT,,,
4,TK6680.8.V44,TK,6680,"electrical engineering, eletronics, nuclear engineering",digital video,TJKV,Television technology,BT,,,
1,TK6681,TK,6681,"electrical engineering, eletronics, nuclear engineering",digital video,TJKV,Television technology,BT,,,
5,TK6710,TK,6710,"electrical engineering, eletronics, nuclear engineering",,TJK,Communications engineering / telecommunications,BBT,,,
3,TK7018,TK,7018,"electrical engineering, eletronics, nuclear engineering",,TJK,Communications engineering / telecommunications,BBT,,,
1,TK7241,TK,7241,"electrical engineering, eletronics, nuclear engineering",,TJK,Communications engineering / telecommunications,BBT,,,
114,TK7800,TK,7800,electronics,,TJF+GBCS,Electronics engineering,EQS,,,
22,TK7801,TK,7801,electronics,,TJF,Electronics engineering,EQS,,,
42,TK7804,TK,7804,electronics,,TJF+GBCD,Electronics engineering,EQS,,,
2,TK7809,TK,7809,electronics,,TJF,Electronics engineering,EQS,,,
16,TK7815,TK,7815,electronics,,TJF,Electronics engineering,EQS,,,
104,TK7816,TK,7816,electronics,,TJF+YPMT5,Electronics engineering+Educational: Electronics,EQS,,,
19,TK7818,TK,7818,electronics,,TJF,Electronics engineering,EQS,,,
9,TK7819,TK,7819,electronics,,TJF,Electronics engineering,EQS,,,
14,TK7825,TK,7825,electronics,,TJF,Electronics engineering,EQS,,,
1,TK7828,TK,7828,electronics,,TJF,Electronics engineering,EQS,,,
23,TK7835,TK,7835,electronics,,TJF,Electronics engineering,EQS,,,
17,TK7836,TK,7836,electronics,,TJFC,Electronics: circuits and components,EQS,,,
1,TK7860,TK,7860,electronics,,TJF,Electronics engineering,BT,,,
10,TK7862,TK,7862,electronics,,TJF+YPMT5,Electronics engineering,BT,,,
3,TK7864,TK,7864,electronics,,TJF,Electronics engineering,BT,,,
6,TK7866,TK,7866,electronics,,TJF,Electronics engineering,BT,,,
126,TK7867,TK,7867,electronics,electronic circuits,TJFC,Electronics: circuits and components,EQB,,,
23,TK7867.2,TK,7867,electronics,electronic circuits,TJFC,Electronics: circuits and components,BT,,,
8,TK7867.5,TK,7867,electronics,electronic circuits,TJFC,Electronics: circuits and components,BT,,,
1,TK7868 .P6,TK,7868 ,electronics,electronic circuits,TJFC,Electronics: circuits and components,BT,,,
37,TK7868.D5,TK,7868,electronics,electronic circuits,TJFC,Electronics: circuits and components,BT,,,
55,TK7868.L6,TK,7868,electronics,electronic circuits,TJFC,Electronics: circuits and components,BT,,,
23,TK7868.P6,TK,7868,electronics,electronic circuits,TJFC,Electronics: circuits and components,BT,,,
1,TK7868.P65,TK,7868,electronics,electronic circuits,TJFC,Electronics: circuits and components,BT,,,
40,TK7868.P7,TK,7868,electronics,electronic circuits,TJFC,Electronics: circuits and components,BT,,,
22,TK7868.P8,TK,7868,electronics,electronic circuits,TJFC,Electronics: circuits and components,BT,,,
1,TK7868.S88,TK,7868,electronics,electronic circuits,TJFC,Electronics: circuits and components,BT,,,
23,TK7868.S9,TK,7868,electronics,electronic circuits,TJFC,Electronics: circuits and components,BT,,,
10,TK7868.T5,TK,7868,electronics,electronic circuits,TJFC,Electronics: circuits and components,BT,,,
34,TK7869,TK,7869,electronics,apparatus and materials,TJFD,Electronic devices and materials,EQB,,,
134,TK7870,TK,7870,electronics,apparatus and materials,TJFD,Electronic devices and materials,EQB,,,
9,TK7870.15,TK,7870,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
4,TK7870.2,TK,7870,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
30,TK7870.23,TK,7870,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
11,TK7870.25,TK,7870,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7870.3,TK,7870,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
30,TK7871,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
4,TK7871.15.C4,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
3,TK7871.15.F4,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
5,TK7871.15.F5,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.15.G3,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.15.G33,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.15.M3,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
2,TK7871.15.M48,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
3,TK7871.15.N57,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
7,TK7871.15.P5,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
13,TK7871.15.P6,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.15.S56,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
25,TK7871.2,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.23,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.24,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
6,TK7871.58.A9,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.58.D54,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.58.F4,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
18,TK7871.58.O6,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
5,TK7871.58.P6,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.58.V5,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
40,TK7871.6,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
6,TK7871.65,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.67.A33,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.67.A77,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.67.M5,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.67.M53,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.67.U45,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
8,TK7871.7,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
2,TK7871.72,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.73,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.79.G95,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
127,TK7871.85,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
2,TK7871.86,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
11,TK7871.89.L53,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
17,TK7871.9,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.92,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
5,TK7871.95,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
2,TK7871.96.B55,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.96.M53,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.96.T45,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
2,TK7871.98,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.99.A45,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
4,TK7871.99.C45,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7871.99.C65,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
10,TK7871.99.M44,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
5,TK7871.99.T5,TK,7871,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7872 .M25,TK,7872 ,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,formální chyba LCC (mezera navíc),,
3,TK7872.C65,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
9,TK7872.C8,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
82,TK7872.D48,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
3,TK7872.D53,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
35,TK7872.F5,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
2,TK7872.F54,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
8,TK7872.F73,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
8,TK7872.L56,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
14,TK7872.L64,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
5,TK7872.M25,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
12,TK7872.M3,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7872.M4,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7872.M6,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
6,TK7872.O7,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
3,TK7872.P38,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
7,TK7872.P54,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7872.R35,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
6,TK7872.S4,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
7,TK7872.S8,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
5,TK7872.T55,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
12,TK7872.T6,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
4,TK7872.T7,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
1,TK7872.T74,TK,7872,electronics,apparatus and materials,TJFD,Electronic devices and materials,BT,,,
160,TK7874,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
2,TK7874 .5,TK,7874 ,electronics,,TJF,Electronics engineering,BT,,,
1,TK7874 .8,TK,7874 ,electronics,,TJF,Electronics engineering,BT,,,
5,TK7874.5,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
1,TK7874.53,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
1,TK7874.54,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
15,TK7874.55,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
13,TK7874.58,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
25,TK7874.6,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
19,TK7874.65,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
15,TK7874.654,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
1,TK7874.66,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
3,TK7874.7,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
42,TK7874.75,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
4,TK7874.78,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
9,TK7874.8,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
13,TK7874.84,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
1,TK7874.843,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
4,TK7874.85,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
1,TK7874.88,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
2,TK7874.887,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
3,TK7874.893,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
1,TK7874.9,TK,7874,electronics,,TJF,Electronics engineering,BT,,,
26,TK7875,TK,7875,electronics,,TJF,Electronics engineering,BT,,,
93,TK7876,TK,7876,electronics,,TJFN,Microwave technology,EQT,,,
29,TK7878,TK,7878,electronics,,TJF,Electronics engineering,BT,,,
48,TK7878.4,TK,7878,electronics,,TJF,Electronics engineering,BT,,,
2,TK7878.7,TK,7878,electronics,,TJF,Electronics engineering,BT,,,
1,TK7879,TK,7879,electronics,,TJF,Electronics engineering,BT,,,
12,TK7880,TK,7880,electronics,application of electronics,TJF,Electronics engineering,BT,,,
19,TK7881,TK,7881,electronics,application of electronics,TJF,Electronics engineering,BT,,,
79,TK7881.15,TK,7881,electronics,application of electronics,TJF,Electronics engineering,BT,,,
8,TK7881.2,TK,7881,electronics,application of electronics,TJF,Electronics engineering,BT,,,
2,TK7881.25,TK,7881,electronics,application of electronics,TJF,Electronics engineering,BT,,,
12,TK7881.3,TK,7881,electronics,application of electronics,TJF,Electronics engineering,BT,,,
62,TK7881.4,TK,7881,electronics,application of electronics,TTA,Acoustic and sound engineering,BT,,,
10,TK7881.6,TK,7881,electronics,application of electronics,TTA,Acoustic and sound engineering,BT,,,
8,TK7881.7,TK,7881,electronics,application of electronics,TTA,Acoustic and sound engineering,BT,,,
2,TK7881.75,TK,7881,electronics,application of electronics,TTA,Acoustic and sound engineering,BT,,,
3,TK7881.8,TK,7881,electronics,application of electronics,TTA,Acoustic and sound engineering,BT,,,
2,TK7881.85,TK,7881,electronics,application of electronics,TTA,Acoustic and sound engineering,BT,,,
17,TK7882.B56,TK,7882,electronics,application of electronics,TJF,Electronics engineering,BT,,,
1,TK7882.C56,TK,7882,electronics,application of electronics,TJF,Electronics engineering,BT,,,
6,TK7882.D93,TK,7882,electronics,application of electronics,TJF,Electronics engineering,BT,,,
2,TK7882.E2,TK,7882,electronics,application of electronics,TJF,Electronics engineering,BT,,,
23,TK7882.I6,TK,7882,electronics,application of electronics,TJF,Electronics engineering,BT,,,
2,TK7882.M4,TK,7882,electronics,application of electronics,TJF,Electronics engineering,BT,,,
124,TK7882.P3,TK,7882,electronics,application of electronics,UYQP,Pattern recognition,EQT,,,
13,TK7882.S3,TK,7882,electronics,application of electronics,TTBS,Scanning systems and technology,EQT,,,
38,TK7882.S65,TK,7882,electronics,application of electronics,UYQS,Speech recognition,EQS,,,
1,TK7882.T47,TK,7882,electronics,application of electronics,TJF,Electronics engineering,BT,,,
43,TK7885,TK,7885,electronics,computer engineering,UK,Computer hardware,NT,,,
5,TK7885.4,TK,7885,electronics,computer engineering,UK,Computer hardware,NT,,,
12,TK7885.7,TK,7885,electronics,computer engineering,UK,Computer hardware,BT,,,
1,TK7885.8.D37,TK,7885,electronics,computer engineering,UK,Computer hardware,BT,,,
31,TK7885.A1,TK,7885,electronics,computer engineering,UK,Computer hardware,NT,,,
1,TK7885.A5,TK,7885,electronics,computer engineering,UK,Computer hardware,NT,,,
22,TK7887,TK,7887,electronics,computer engineering,UKR,Maintenance and repairs,EQT,,,
38,TK7887.5,TK,7887,electronics,computer engineering,UKS,Storage media and peripherals,BT,,,
5,TK7887.5-7887.8,TK,7887,electronics,computer engineering,UKS,Storage media and peripherals,BT,,,
13,TK7887.6,TK,7887,electronics,computer engineering,UKS,Storage media and peripherals,BT,,,
10,TK7887.7,TK,7887,electronics,computer engineering,UKS,Storage media and peripherals,BT,,,
2,TK7887.8.D37,TK,7887,electronics,computer engineering,UKS,Storage media and peripherals,BT,,,
6,TK7887.8.M63,TK,7887,electronics,computer engineering,UKS,Storage media and peripherals,BT,,,
1,TK7887.8.T4,TK,7887,electronics,computer engineering,UKS,Storage media and peripherals,BT,,,
33,TK7888.3,TK,7888,electronics,computer engineering,UK,Computer hardware,BT,,,
15,TK7888.4,TK,7888,electronics,computer engineering,TJFD,Electronic devices and materials,BT,,,
1,TK7889.M33,TK,7889,electronics,computer engineering,UKPM,Macintosh,EQT,,,
1,TK7895,TK,7895,electronics,computer engineering,UK,Computer hardware,BT,,,
1,TK7895.A8,TK,7895,electronics,computer engineering,UKX,Utilities and tools,BT,,,
6,TK7895.B87,TK,7895,electronics,computer engineering,UKS,Storage media and peripherals,BT,,,
33,TK7895.C39,TK,7895,electronics,computer engineering,UKS,Storage media and peripherals,BT,,,
1,TK7895.D3,TK,7895,electronics,computer engineering,UKS,Storage media and peripherals,BT,,,
60,TK7895.E42,TK,7895,electronics,computer engineering,UKM,Embedded systems,EQT,,,
1,TK7895.E96,TK,7895,electronics,computer engineering,UKS,Storage media and peripherals,BT,,,
16,TK7895.G36,TK,7895,electronics,computer engineering,UKX,Utilities and tools,BT,,,
19,TK7895.M4,TK,7895,electronics,computer engineering,UKS,Storage media and peripherals,BT,,,
89,TK7895.M5,TK,7895,electronics,computer engineering,TJFD,Electronic devices and materials,BT,,,
